Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,POS_Tags_Summary,POS_Tags_Text,Sentiment_Summary,Sentiment_Text
27,B001GVISJM,A3RXAU2N8KV45G,lady21,0,1,1,1332633600,Nasty No flavor,"The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again",nasty flavor,candy red flavor plan chewy would never buy,"[('nasty', 'JJ'), ('flavor', 'NN')]","[('candy', 'NN'), ('red', 'VBD'), ('flavor', 'NN'), ('plan', 'NN'), ('chewy', 'NN'), ('would', 'MD'), ('never', 'RB'), ('buy', 'VB')]",-0.7003,-0.296
28,B001GVISJM,AAAS38B98HMIK,Heather Dube,0,1,4,1331856000,Great Bargain for the Price,I was so glad Amazon carried these batteries.  I have a hard time finding them elsewhere because they are such a unique size.  I need them for my garage door opener.<br />Great deal for the price.,great bargain price,glad amazon carried batteries hard time finding elsewhere unique size need garage door openerbr great deal price,"[('great', 'JJ'), ('bargain', 'NN'), ('price', 'NN')]","[('glad', 'JJ'), ('amazon', 'NN'), ('carried', 'VBD'), ('batteries', 'NNS'), ('hard', 'JJ'), ('time', 'NN'), ('finding', 'VBG'), ('elsewhere', 'RB'), ('unique', 'JJ'), ('size', 'NN'), ('need', 'NN'), ('garage', 'NN'), ('door', 'NN'), ('openerbr', 'RB'), ('great', 'JJ'), ('deal', 'NN'), ('price', 'NN')]",0.7096,0.5956
29,B00144C10S,A2F4LZVGFLD1OB,DaisyH,0,0,5,1338854400,YUMMY!,"I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - she's the one with the sweet tooth - they both LOVED these toffees, you would never guess that they're sugar-free and it's so great that you can eat them pretty much guilt free!  i was so impressed that i've ordered some for myself (w dark chocolate) to take to the office so i'll eat them instead of snacking on sugary sweets.<br />These are just EXCELLENT!",yummy,got mum diabetic needs watch sugar intake father simply chooses limit unnecessary sugar intake shes one sweet tooth loved toffees would never guess theyre sugarfree great eat pretty much guilt free impressed ive ordered w dark chocolate take office ill eat instead snacking sugary sweetsbr excellent,"[('yummy', 'NN')]","[('got', 'VBD'), ('mum', 'JJ'), ('diabetic', 'JJ'), ('needs', 'NNS'), ('watch', 'VBP'), ('sugar', 'NN'), ('intake', 'VB'), ('father', 'NN'), ('simply', 'RB'), ('chooses', 'VBZ'), ('limit', 'NN'), ('unnecessary', 'JJ'), ('sugar', 'NN'), ('intake', 'NN'), ('shes', 'VBZ'), ('one', 'CD'), ('sweet', 'NN'), ('tooth', 'CC'), ('loved', 'JJ'), ('toffees', 'NNS'), ('would', 'MD'), ('never', 'RB'), ('guess', 'VB'), ('theyre', 'JJ'), ('sugarfree', 'JJ'), ('great', 'JJ'), ('eat', 'NN'), ('pretty', 'RB'), ('much', 'JJ'), ('guilt', 'NN'), ('free', 'JJ'), ('impressed', 'JJ'), ('ive', 'NN'), ('ordered', 'VBD'), ('w', 'JJ'), ('dark', 'JJ'), ('chocolate', 'NN'), ('take', 'VB'), ('office', 'NN'), ('ill', 'RB'), ('eat', 'VBP'), ('instead', 'RB'), ('snacking', 'VBG'), ('sugary', 'JJ'), ('sweetsbr', 'NN'), ('excellent', 'NN')]",0.5707,0.9913
30,B0001PB9FY,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,1107820800,The Best Hot Sauce in the World,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!",best hot sauce world,dont know cactus tequila unique combination ingredients flavour hot sauce makes one kind picked bottle trip brought back home us totally blown away realized simply couldnt find anywhere city bummedbr br magic internet case sauce ecstatic itbr br love hot saucei mean really love hot sauce dont want sauce tastelessly burns throat grab bottle tequila picante gourmet de inclan realize taste never want use saucebr br thank personal incredible service,"[('best', 'JJS'), ('hot', 'JJ'), ('sauce', 'NN'), ('world', 'NN')]","[('dont', 'NN'), ('know', 'VBP'), ('cactus', 'NN'), ('tequila', 'NN'), ('unique', 'JJ'), ('combination', 'NN'), ('ingredients', 'NNS'), ('flavour', 'VBP'), ('hot', 'JJ'), ('sauce', 'NN'), ('makes', 'VBZ'), ('one', 'CD'), ('kind', 'NN'), ('picked', 'VBD'), ('bottle', 'JJ'), ('trip', 'NN'), ('brought', 'VBD'), ('back', 'RP'), ('home', 'NN'), ('us', 'PRP'), ('totally', 'RB'), ('blown', 'VB'), ('away', 'RB'), ('realized', 'VBN'), ('simply', 'RB'), ('couldnt', 'JJ'), ('find', 'VBP'), ('anywhere', 'JJ'), ('city', 'NN'), ('bummedbr', 'NN'), ('br', 'NN'), ('magic', 'JJ'), ('internet', 'NN'), ('case', 'NN'), ('sauce', 'VB'), ('ecstatic', 'JJ'), ('itbr', 'NN'), ('br', 'NN'), ('love', 'VB'), ('hot', 'JJ'), ('saucei', 'JJ'), ('mean', 'NN'), ('really', 'RB'), ('love', 'VB'), ('hot', 'JJ'), ('sauce', 'NNS'), ('dont', 'VBP'), ('want', 'VBP'), ('sauce', 'NN'), ('tastelessly', 'RB'), ('burns', 'VBZ'), ('throat', 'NN'), ('grab', 'NN'), ('bottle', 'NN'), ('tequila', 'NN'), ('picante', 'NN'), ('gourmet', 'FW'), ('de', 'FW'), ('inclan', 'FW'), ('realize', 'VB'), ('taste', 'NN'), ('never', 'RB'), ('want', 'VBP'), ('use', 'NN'), ('saucebr', 'NN'), ('br', 'NN'), ('thank', 'VBD'), ('personal', 'JJ'), ('incredible', 'JJ'), ('service', 'NN')]",0.6369,0.9746
31,B003F6UO7K,AFM0O9480F04W,Sherril,0,0,5,1297641600,Great machine!,"I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).<br />The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and I'am getting one myself! :)",great machine,never huge coffee fan however mother purchased little machine talked trying latte macciato coffee shop better one like products usually noncoffee drinkerbr little dolche guesto machine super easy use prepares really good coffeelattecappuccinoetc less minute water heated would recommend dolce gusto anyone good price iam getting one,"[('great', 'JJ'), ('machine', 'NN')]","[('never', 'RB'), ('huge', 'JJ'), ('coffee', 'NN'), ('fan', 'NN'), ('however', 'RB'), ('mother', 'RB'), ('purchased', 'JJ'), ('little', 'JJ'), ('machine', 'NN'), ('talked', 'VBD'), ('trying', 'VBG'), ('latte', 'NN'), ('macciato', 'NN'), ('coffee', 'NN'), ('shop', 'NN'), ('better', 'RBR'), ('one', 'CD'), ('like', 'JJ'), ('products', 'NNS'), ('usually', 'RB'), ('noncoffee', 'VBP'), ('drinkerbr', 'JJ'), ('little', 'JJ'), ('dolche', 'NN'), ('guesto', 'NN'), ('machine', 'NN'), ('super', 'NN'), ('easy', 'JJ'), ('use', 'NN'), ('prepares', 'NNS'), ('really', 'RB'), ('good', 'JJ'), ('coffeelattecappuccinoetc', 'NN'), ('less', 'CC'), ('minute', 'JJ'), ('water', 'NN'), ('heated', 'VBN'), ('would', 'MD'), ('recommend', 'VB'), ('dolce', 'NN'), ('gusto', 'NN'), ('anyone', 'NN'), ('good', 'JJ'), ('price', 'NN'), ('iam', 'NN'), ('getting', 'VBG'), ('one', 'CD')]",0.6588,0.9713
32,B003F6UO7K,A31OQO709M20Y7,"Molly V. Smith ""staral""",0,1,5,1288310400,THIS IS MY TASTE...,"This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral",taste,offer great price great taste thanks amazon selling productbr br staral,"[('taste', 'NN')]","[('offer', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('great', 'JJ'), ('taste', 'NN'), ('thanks', 'NNS'), ('amazon', 'VBP'), ('selling', 'VBG'), ('productbr', 'NN'), ('br', 'IN'), ('staral', 'JJ')]",0.0,0.9153
33,B001EO5QW8,AOVROBZ8BNTP7,S. Potter,19,19,4,1163376000,Best of the Instant Oatmeals,"McCann's Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it. There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation.  Still, the McCann's is as good as it gets for instant oatmeal. It's even better than the organic, all-natural brands I have tried.  All the varieties in the McCann's variety pack taste good.  It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue.<br /><br />McCann's use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product.  Real sugar tastes better and is not as harmful as the other stuff. One thing I do not like, though, is McCann's use of thickeners.  Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum. But this is a convenience product.  Maybe the guar gum is why, after sitting in the bowl a while, the instant McCann's becomes too thick and gluey.",best instant oatmeals,mccanns instant oatmeal great must oatmeal scrape together two three minutes prepare escaping fact however even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation still mccanns good gets instant oatmeal even better organic allnatural brands tried varieties mccanns variety pack taste good prepared microwave adding boiling water convenient extreme time issuebr br mccanns use actual cane sugar instead high fructose corn syrup helped decide buy product real sugar tastes better harmful stuff one thing like though mccanns use thickeners oats plus water plus heat make creamy tasty oatmeal without need guar gum convenience product maybe guar gum sitting bowl instant mccanns becomes thick gluey,"[('best', 'RBS'), ('instant', 'JJ'), ('oatmeals', 'NNS')]","[('mccanns', 'NN'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('great', 'JJ'), ('must', 'MD'), ('oatmeal', 'VB'), ('scrape', 'VB'), ('together', 'RB'), ('two', 'CD'), ('three', 'CD'), ('minutes', 'NNS'), ('prepare', 'VBP'), ('escaping', 'VBG'), ('fact', 'NN'), ('however', 'RB'), ('even', 'RB'), ('best', 'JJS'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('nowhere', 'RB'), ('near', 'RB'), ('good', 'JJ'), ('even', 'RB'), ('store', 'VBP'), ('brand', 'NN'), ('oatmeal', 'NN'), ('requiring', 'VBG'), ('stovetop', 'JJ'), ('preparation', 'NN'), ('still', 'RB'), ('mccanns', 'RB'), ('good', 'JJ'), ('gets', 'VBZ'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('even', 'RB'), ('better', 'RBR'), ('organic', 'JJ'), ('allnatural', 'JJ'), ('brands', 'NNS'), ('tried', 'JJ'), ('varieties', 'NNS'), ('mccanns', 'VBP'), ('variety', 'NN'), ('pack', 'NN'), ('taste', 'NN'), ('good', 'JJ'), ('prepared', 'JJ'), ('microwave', 'NN'), ('adding', 'VBG'), ('boiling', 'JJ'), ('water', 'NN'), ('convenient', 'NN'), ('extreme', 'JJ'), ('time', 'NN'), ('issuebr', 'JJ'), ('br', 'NN'), ('mccanns', 'NN'), ('use', 'VBP'), ('actual', 'JJ'), ('cane', 'NN'), ('sugar', 'NN'), ('instead', 'RB'), ('high', 'JJ'), ('fructose', 'JJ'), ('corn', 'NN'), ('syrup', 'NN'), ('helped', 'VBD'), ('decide', 'VB'), ('buy', 'VB'), ('product', 'NN'), ('real', 'JJ'), ('sugar', 'NN'), ('tastes', 'NNS'), ('better', 'RBR'), ('harmful', 'JJ'), ('stuff', 'NN'), ('one', 'CD'), ('thing', 'NN'), ('like', 'IN'), ('though', 'IN'), ('mccanns', 'NN'), ('use', 'NN'), ('thickeners', 'NNS'), ('oats', 'NNS'), ('plus', 'VBP'), ('water', 'NN'), ('plus', 'CC'), ('heat', 'NN'), ('make', 'VBP'), ('creamy', 'JJ'), ('tasty', 'NN'), ('oatmeal', 'NN'), ('without', 'IN'), ('need', 'NN'), ('guar', 'NNS'), ('gum', 'JJ'), ('convenience', 'NN'), ('product', 'NN'), ('maybe', 'RB'), ('guar', 'JJ'), ('gum', 'NN'), ('sitting', 'VBG'), ('bowl', 'NN'), ('instant', 'JJ'), ('mccanns', 'NN'), ('becomes', 'VBZ'), ('thick', 'JJ'), ('gluey', 'NN')]",0.6369,0.7103
34,B001EO5QW8,A3PMM0NFVEJGK9,"Megan ""Bad at Nicknames""",13,13,4,1166313600,Good Instant,"This is a good instant oatmeal from the best oatmeal brand.  It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you.  Great on a cold morning when you don't have time to make McCann's Steel Cut Oats.  The apple cinnamon is the best but the maple and brown sugar or the regular are good too.  Plus they don't require doctoring to actually tell the three flavors apart.",good instant,good instant oatmeal best oatmeal brand uses cane sugar instead high fructouse corn syrup better sweetness doctors say form sugar better great cold morning dont time make mccanns steel cut oats apple cinnamon best maple brown sugar regular good plus dont require doctoring actually tell three flavors apart,"[('good', 'JJ'), ('instant', 'NN')]","[('good', 'JJ'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('best', 'JJS'), ('oatmeal', 'NN'), ('brand', 'NN'), ('uses', 'VBZ'), ('cane', 'NN'), ('sugar', 'NN'), ('instead', 'RB'), ('high', 'JJ'), ('fructouse', 'NN'), ('corn', 'NN'), ('syrup', 'NN'), ('better', 'RBR'), ('sweetness', 'NN'), ('doctors', 'NNS'), ('say', 'VBP'), ('form', 'NN'), ('sugar', 'NN'), ('better', 'RBR'), ('great', 'JJ'), ('cold', 'JJ'), ('morning', 'NN'), ('dont', 'NN'), ('time', 'NN'), ('make', 'VBP'), ('mccanns', 'NN'), ('steel', 'NN'), ('cut', 'NN'), ('oats', 'NNS'), ('apple', 'NN'), ('cinnamon', 'NN'), ('best', 'JJS'), ('maple', 'NN'), ('brown', 'NN'), ('sugar', 'NN'), ('regular', 'JJ'), ('good', 'JJ'), ('plus', 'CC'), ('dont', 'JJ'), ('require', 'NN'), ('doctoring', 'VBG'), ('actually', 'RB'), ('tell', 'VB'), ('three', 'CD'), ('flavors', 'NNS'), ('apart', 'RB')]",0.4404,0.9779
35,B001EO5QW8,A2EB6OGOWCRU5H,CorbyJames,9,9,5,1175212800,Great Irish oatmeal for those in a hurry!,"Instant oatmeal can become soggy the minute the water hits the bowl. McCann's Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time. McCann's regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning. This is the best instant brand I've ever eaten, and a very close second to the non-instant variety.<br /><br />McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)",great irish oatmeal hurry,instant oatmeal become soggy minute water hits bowl mccanns instant oatmeal holds texture excellent flavor good time mccanns regular oat meal excellent may take bit longer prepare time morning best instant brand ive ever eaten close second noninstant varietybr br mccanns instant irish oatmeal variety pack regular apples cinnamon maple brown sugar count boxes pack,"[('great', 'JJ'), ('irish', 'JJ'), ('oatmeal', 'NN'), ('hurry', 'NN')]","[('instant', 'JJ'), ('oatmeal', 'NN'), ('become', 'VBN'), ('soggy', 'JJ'), ('minute', 'JJ'), ('water', 'NN'), ('hits', 'NNS'), ('bowl', 'VBP'), ('mccanns', 'JJ'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('holds', 'VBZ'), ('texture', 'JJ'), ('excellent', 'JJ'), ('flavor', 'NN'), ('good', 'JJ'), ('time', 'NN'), ('mccanns', 'NNS'), ('regular', 'JJ'), ('oat', 'NN'), ('meal', 'NN'), ('excellent', 'NN'), ('may', 'MD'), ('take', 'VB'), ('bit', 'NN'), ('longer', 'JJR'), ('prepare', 'JJ'), ('time', 'NN'), ('morning', 'NN'), ('best', 'RBS'), ('instant', 'JJ'), ('brand', 'NN'), ('ive', 'JJ'), ('ever', 'RB'), ('eaten', 'VBP'), ('close', 'JJ'), ('second', 'JJ'), ('noninstant', 'JJ'), ('varietybr', 'NN'), ('br', 'NN'), ('mccanns', 'NN'), ('instant', 'JJ'), ('irish', 'JJ'), ('oatmeal', 'NN'), ('variety', 'NN'), ('pack', 'NN'), ('regular', 'JJ'), ('apples', 'NNS'), ('cinnamon', 'VBP'), ('maple', 'JJ'), ('brown', 'JJ'), ('sugar', 'NN'), ('count', 'NN'), ('boxes', 'NNS'), ('pack', 'NN')]",0.6588,0.9091
36,B001EO5QW8,A2CI0RLADCRKPF,T. J. Ryan,3,3,4,1210464000,satisfying,"McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat.",satisfying,mccanns instant irish oatmeal variety pack regular apples cinnamon maple brown sugar count boxes pack br br im fan mccanns steelcut oats thought id give instant variety try found hardy meal sweet great folks like postbariatric surgery need food palatable easily digestible fiber wont make bloat,"[('satisfying', 'VBG')]","[('mccanns', 'NN'), ('instant', 'JJ'), ('irish', 'JJ'), ('oatmeal', 'NN'), ('variety', 'NN'), ('pack', 'NN'), ('regular', 'JJ'), ('apples', 'NNS'), ('cinnamon', 'VBP'), ('maple', 'JJ'), ('brown', 'JJ'), ('sugar', 'NN'), ('count', 'NN'), ('boxes', 'NNS'), ('pack', 'VBP'), ('br', 'JJ'), ('br', 'NN'), ('im', 'NN'), ('fan', 'NN'), ('mccanns', 'NN'), ('steelcut', 'VBD'), ('oats', 'NNS'), ('thought', 'VBD'), ('id', 'RB'), ('give', 'JJ'), ('instant', 'NN'), ('variety', 'NN'), ('try', 'NN'), ('found', 'VBD'), ('hardy', 'JJ'), ('meal', 'JJ'), ('sweet', 'JJ'), ('great', 'JJ'), ('folks', 'NNS'), ('like', 'IN'), ('postbariatric', 'JJ'), ('surgery', 'NN'), ('need', 'NN'), ('food', 'NN'), ('palatable', 'JJ'), ('easily', 'RB'), ('digestible', 'JJ'), ('fiber', 'NN'), ('wont', 'JJ'), ('make', 'VBP'), ('bloat', 'NN')]",0.4588,0.7622
37,B001EO5QW8,A1MYS9LFFBIYKM,"Abby Chase ""gluten free""",2,2,5,1190851200,Love Gluten Free Oatmeal!!!,"For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby",love gluten free oatmeal,us celiac disease product lifesaver could better getting almost half price grocery health food store love mccanns instant oatmeal flavorsbr br thanksbr abby,"[('love', 'VB'), ('gluten', 'NNS'), ('free', 'JJ'), ('oatmeal', 'NN')]","[('us', 'PRP'), ('celiac', 'JJ'), ('disease', 'NN'), ('product', 'NN'), ('lifesaver', 'NN'), ('could', 'MD'), ('better', 'VB'), ('getting', 'VBG'), ('almost', 'RB'), ('half', 'JJ'), ('price', 'NN'), ('grocery', 'NN'), ('health', 'NN'), ('food', 'NN'), ('store', 'NN'), ('love', 'NN'), ('mccanns', 'NN'), ('instant', 'JJ'), ('oatmeal', 'NN'), ('flavorsbr', 'NN'), ('br', 'NN'), ('thanksbr', 'NN'), ('abby', 'NN')]",0.8547,0.9196
